"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"HAMILTON","Shelby","TX",1838,1874,31.6643443,-94.1946425
"SWARTWOUT","Polk","TX",1838,1875,30.6385306,-95.0049352
"WARREN","Fannin","TX",1839,1876,,
"LYONS","Fayette","TX",1840,1874,29.6416239,-96.8874805
"SAVANNAH","Red River","TX",1841,1874,33.5362223,-94.8452148
"CREEK AGENCY","Muskogee","OK",1843,1872,35.7844444,-95.4733333
"DANVILLE","Montgomery","TX",1847,1872,,
"MARION","Angelina","TX",1847,1876,31.3996296,-94.5202059
"WALLING'S FERRY","Rusk","TX",1847,1872,,
"BRYANT'S STATION","Milam","TX",1848,1875,30.852133,-97.1894387
"HICKORY HILL","Cass","TX",1848,1877,32.8929114,-94.5435336
"PETERSBURGH","Lavaca","TX",1848,1876,,
"PINETOWN","Cherokee","TX",1848,1874,,
"PLUM CREEK","Caldwell","TX",1848,1874,29.8932773,-97.6616661
"SALURIA","Calhoun","TX",1848,1876,28.391948,-96.4169191
"JORDAN'S SALINE","Van Zandt","TX",1849,1872,,
"SAN COSME","Rusk","TX",1849,1877,,
"YOUNG'S SETTLEMENT","Bastrop","TX",1849,1872,,
"CEDAR GROVE","Kaufman","TX",1850,1874,32.7579051,-96.0866382
"COLLEGE MOUND","Kaufman","TX",1850,1874,32.6729091,-96.1869201
"EDINBURGH","Hidalgo","TX",1850,1876,26.302376,-98.185729
"LONE STAR","Franklin","TX",1850,1875,,
"MONTICELLO","Cowlitz","WA",1850,1876,46.1390009,-122.9581677
"POWELLTON","Harrison","TX",1850,1872,,
"PROSPECT","Lee","TX",1850,1872,30.4307638,-96.9297046
"GARROTTE","Tuolumne","CA",1851,1875,37.8382608,-120.2326894
"LACKEMUTE","Polk","OR",1851,1874,44.7831751,-123.2523217
"MILL CREEK","Bowie","TX",1851,1877,33.6462248,-94.5943749
"SUMPTER","Trinity","TX",1851,1874,31.0365744,-95.0538231
"TUOLUMNE CITY","Stanislaus","CA",1851,1872,37.6040976,-121.1310473
"VINE GROVE","Washington","TX",1851,1872,,
"CACHE CREEK","Yolo","CA",1852,1877,38.9929515,-122.5488688
"COLD SPRING","El Dorado","CA",1852,1874,38.7449025,-120.854937
"HORSE TOWN","Shasta","CA",1852,1876,,
"JENA","Falls","TX",1852,1875,31.1485121,-97.1552748
"MAXWELL'S CREEK","Mariposa","CA",1852,1872,37.6952083,-120.126019
"NEW DANVILLE","Gregg","TX",1852,1873,,
"SAN ANDERS","Milam","TX",1852,1877,30.6874181,-97.1202678
"STARR'S POINT","Benton","OR",1852,1874,44.2706784,-123.2956518
"FORT ARBUCKLE","Garvin","OK",1853,1875,,
"HIGHLAND","Collin","TX",1853,1873,33.3120578,-96.5688778
"HOPKINSVILLE","Gonzales","TX",1853,1876,,
"MILLERTON","Fresno","CA",1853,1874,37.0152273,-119.6593093
"MONTE","Los Angeles","CA",1853,1875,34.0686207,-118.0275667
"OAT MEAL","Burnet","TX",1853,1876,30.6968529,-98.0944653
"SHILOH","Hunt","TX",1853,1874,33.1323373,-95.9719127
"STOKER","Davis","UT",1853,1876,40.8877229,-111.8791043
"BRIDGEPORT","Polk","OR",1854,1874,44.8392848,-123.3642696
"ELM CREEK","Bell","TX",1854,1876,,
