"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"ABIE","Butler","NE",1878,1967,41.3341756,-96.9489211
"ADA","Lampasas","TX",1878,1886,,
"ADAIR","Valley","NE",1878,1879,,
"ADELAIDE","Lake","CO",1878,1879,39.247212,-106.2580785
"AGRICOLA","Parker","TX",1878,1879,,
"ALAMOSA","Alamosa","CO",1878,,37.4706941,-105.8645486
"ALCONA","Rooks","KS",1878,1930,39.401675,-99.5295517
"ALDER","Wallowa","OR",1878,1890,45.3979281,-117.2971175
"ALDER CREEK","Ouray","CO",1878,1880,,
"ALDERTON","Pierce","WA",1878,1964,47.1695456,-122.2292845
"ALEXANDRA","Yavapai","AZ",1878,1896,,
"ALKALI FLAT","Whitman","WA",1878,1880,,
"ALMOTA","Whitman","WA",1878,1961,46.7029373,-117.4693525
"AMES","Cloud","KS",1878,1989,39.5694437,-97.4419792
"ANATONE","Asotin","WA",1878,,46.1348764,-117.1323791
"ANDERSON","Shasta","CA",1878,,40.448208,-122.2977815
"ANTHONY","Harper","KS",1878,,37.1533554,-98.0311728
"ANTRIM","Stafford","KS",1878,1906,37.8644605,-98.7853694
"APACHE","Huerfano","CO",1878,1882,,
"ARARGO","Burt","NE",1878,1904,,
"ARCHER","Archer","TX",1878,1892,,
"ARIVACA","Pima","AZ",1878,,31.5746779,-111.3318634
"ARLINGTON","Reno","KS",1878,,37.8970038,-98.1867513
"ARROYO","Umatilla","OR",1878,1880,45.7748538,-118.6269219
"ARTHUR","Hodgeman","KS",1878,1890,38.189462,-99.9184616
"ARTON","Pierce","WA",1878,1878,,
"ARTONDALE","Pierce","WA",1878,1905,47.2942637,-122.6212408
"ASHLEY","Uintah","UT",1878,1899,40.4555157,-109.5287479
"ASSARIA","Saline","KS",1878,,38.6802826,-97.6044806
"ASSOTIN","Asotin","WA",1878,1884,46.3407154,-117.050434
"ATKINSON","Holt","NE",1878,,42.5313912,-98.9781525
"ATKINSON","San Diego","CA",1878,1880,,
"AURANTI","Fannin","TX",1878,1878,,
"AVILDA","Marion","KS",1878,1879,,
"AYR","Adams","NE",1878,,40.4375138,-98.4403373
"AZTEC","Pima","AZ",1878,1883,,
"BAILEY","Park","CO",1878,,39.4055449,-105.4733328
"BAILEY JUNCTION","Grayson","TX",1878,1878,,
"BAIRD","Shasta","CA",1878,1933,40.7923726,-122.2963955
"BALLSVILLE","Polk","OR",1878,1880,45.0667828,-123.3209383
"BANNER","Boise","ID",1878,1913,44.019898,-115.5356594
"BANVILLE","Comanche","KS",1878,1881,,
"BARRIE","Richland","ND",1878,1907,46.5688555,-97.1225887
"BARTONDALE","Russell","KS",1878,1891,,
"BATESVILLE","Seward","NE",1878,1878,,
"BEAR GULCH","Lawrence","SD",1878,1903,44.4013728,-104.0179878
"BEAVER","Lawrence","SD",1878,1878,,
"BEAVER","Smith","KS",1878,1882,39.930013,-98.8670218
"BEAVER CREEK","Buffalo","NE",1878,1886,41.0266785,-98.9111938
"BEEF CREEK","Garvin","OK",1878,1902,34.8172987,-97.4058604
"BELLE PLAIN","Callahan","TX",1878,1909,32.3109635,-99.360907
"BELLEFONT","Ford","KS",1878,1957,37.8725185,-99.6579014
"BENNETT'S FERRY","Carbon","WY",1878,1880,,
"BENSON'S LANDING","Park","MT",1878,1882,45.6902133,-110.5299271
"BERDAN","Butte","CA",1878,1916,,
"BERTHOUD","Larimer","CO",1878,,40.3083174,-105.0810924
"BETHANY","Tyler","TX",1878,1881,,
"BETHANY","Washington","OR",1878,1904,45.5578943,-122.8676016
"BEVERLY","Sumner","KS",1878,1885,,
"BIBB","Comanche","TX",1878,1909,,
"BIG BUTTE","Jackson","OR",1878,1908,42.5498502,-122.6122571
"BIG CREEK","Russell","KS",1878,1880,38.7680676,-99.0189807
"BIG LARAMIE","Albany","WY",1878,1885,,
"BITTER WATER","San Benito","CA",1878,1907,36.3802416,-121.0026883
"BLOOMINGTON","Brookings","SD",1878,1880,,
"BLUE GAP","Coleman","TX",1878,1881,,
"BLUE HILL","Webster","NE",1878,,40.3325134,-98.4486701
"BLUE LAKE","Humboldt","CA",1878,,40.8812404,-123.9889488
"BLUE TENT","Nevada","CA",1878,1889,39.30795,-120.9682808
"BLUFF CREEK","Harper","KS",1878,1887,37.0764125,-97.8750572
"BOGGY STATION","Hemphill","TX",1878,1878,,
"BOLTONHEIM","Piute","UT",1878,1880,,
"BONNERSVILLE","Ransom","ND",1878,1890,46.5155241,-97.4462032
"BOONSVILLE","Wise","TX",1878,1965,33.0684525,-97.8633682
"BOULDIN ISLAND","San Joaquin","CA",1878,1918,38.1040858,-121.5346747
"BOYNTON","Comanche","TX",1878,1880,,
"BRAMAN HILL","Wyandotte","KS",1878,1887,39.1291705,-94.7071815
"BRANCHVILLE","Milam","TX",1878,1908,30.8843562,-96.7638662
"BRANDON","Minnehaha","SD",1878,,43.593509,-96.584523
"BRANT LAKE","Lake","SD",1878,1895,43.9214865,-96.9482683
"BRENTWOOD","Contra Costa","CA",1878,,37.931868,-121.6957863
"BRIDGETON","Adams","NE",1878,1879,,
"BRIGHAM CITY","Navajo","AZ",1878,1882,35.0416871,-110.650689
"BRIGHTON","Union","SD",1878,1883,,
"BRISTOL","Lincoln","NV",1878,1908,38.0799605,-114.6194432
"BROUGH","Nemaha","KS",1878,1880,,
"BROWNLEE","Washington","ID",1878,1881,,
"BROWNS PARK","Daggett","UT",1878,1887,40.8802376,-109.1634601
"BUCKHORN","Larimer","CO",1878,1888,40.4860942,-105.2241515
"BUDA","Buffalo","NE",1878,1924,40.71418,-98.9939736
"BUFFALO CREEK","Jefferson","CO",1878,1963,39.3866559,-105.2702714
"BUFFALO GAP","Taylor","TX",1878,,32.273412,-99.830566
"BUFFALO SPRINGS","Clay","TX",1878,1954,33.556495,-98.1397652
"BURDITT WELL","Caldwell","TX",1878,1879,,
"BUSHNELL","Sumner","KS",1878,1879,37.361689,-97.1600408
"BUTTE MEADOWS","Butte","CA",1878,1967,40.0812707,-121.5510858
"BYRON","Contra Costa","CA",1878,,37.869179,-121.6412473
"CABRA SPRING","San Miguel","NM",1878,1891,35.3150498,-104.6597108
"CAD","Smith","KS",1878,1878,,
"CADDO PEAK","Callahan","TX",1878,1907,32.1673581,-99.2367336
"CALDWELL'S STORE","Bastrop","TX",1878,1898,,
"CAMAS CREEK","Latah","ID",1878,1879,46.9210069,-116.763494
"CAMERON","McCook","SD",1878,1882,43.6013696,-97.3467295
"CAMERON","Stafford","KS",1878,1878,,
"CAMP LYON","Malheur","OR",1878,1879,43.1284887,-117.0279162
"CAMP RUHLIN","Meade","SD",1878,1879,44.410746,-103.474581
"CANFIELD","Boulder","CO",1878,1906,40.0535957,-105.0747049
"CARANCHUA","Jackson","TX",1878,1884,28.6966595,-96.3896936
"CARLISLE","Pembina","ND",1878,1912,48.8624885,-97.3517407
"CARRIZO SPRINGS","Dimmit","TX",1878,,28.524017,-99.859262
"CARROLLTON","Dallas","TX",1878,,32.975027,-96.8863281
"CASCADE LOCKS","Hood River","OR",1878,1981,45.6698392,-121.8906354
"CASON","Morris","TX",1878,,33.038666,-94.813786
"CASSIER CREEK","Cassia","ID",1878,1878,42.3476906,-113.3550003
"CASTLE DOME LANDING","Yuma","AZ",1878,1884,32.9650409,-114.4635592
"CATHRON'S  STORE","Lamar","TX",1878,1905,,
"CAVETOWN","Broadwater","MT",1878,1880,,
"CEDAR","McPherson","KS",1878,1879,,
"CENTENNIAL","Sumner","KS",1878,1879,,
"CENTERVILLE","Umatilla","OR",1878,1889,45.8117992,-118.4905252
"CENTRAL FERRY","Bingham","ID",1878,1879,,
"CHALLIS","Custer","ID",1878,,44.5074224,-114.2292308
"CHARLESTON","Merced","CA",1878,1884,36.9835582,-120.8288007
"CHELSEA","Holt","NE",1878,1900,,
"CHERRY VALLEY","King","WA",1878,1906,47.7472063,-121.9819883
"CHESTNUT","Cascade","MT",1878,1890,47.2346715,-111.6869253
"CHILDER'S STATION","Sequoyah","OK",1878,1888,,
"CHIMACUM","Jefferson","WA",1878,,48.0114773,-122.7709905
"CHINA FLAT","Humboldt","CA",1878,1915,40.9406885,-123.6294967
"CHOCTAW","Red River","TX",1878,1880,,
"CHRISTIAN","Palo Pinto","TX",1878,1908,,
"CICERO","Sacramento","CA",1878,1878,38.3290801,-121.1843906
"CIMARRON","Gray","KS",1878,,37.8066882,-100.3482003
"CITRUS","Los Angeles","CA",1878,1887,34.08944,-117.6639
"CLARENDON","Donley","TX",1878,,34.9360901,-100.889814
"CLARINDA","Ness","KS",1878,1882,,
"CLARK'S STATION","Mariposa","CA",1878,1883,37.5368803,-119.6562684
"CLARKSBURGH","Yolo","CA",1878,1893,38.4204651,-121.5271772
"CLARKSON","Russell","KS",1878,1881,39.0458446,-99.0306464
"CLAY","Sacramento","CA",1878,1954,38.3360244,-121.15939
"CLEAR CREEK","Columbia","OR",1878,1879,45.8059447,-123.2795609
"CLEAR FORK","Tarrant","TX",1878,1878,,
"CLIFTON","Moody","SD",1878,1883,,
"CLOYDVILLE","Sumner","KS",1878,1879,,
"COARSE GOLD GULCH","Madera","CA",1878,1895,37.2643908,-119.692094
"COEUR D'ALENE","Kootenai","ID",1878,,47.7212942,-116.7779683
"COLLINS","Jim Wells","TX",1878,1892,27.7525266,-98.04778
"COLLYER","Trego","KS",1878,,39.0355632,-100.1179065
"CONEL","Williamson","TX",1878,1880,,
"CONVERSE","Bexar","TX",1878,,29.507067,-98.307447
"COOPER LAKE","Albany","WY",1878,1878,41.6327493,-105.7694408
"COPERAS CREEK","Eastland","TX",1878,1880,,
"COPEVILLE","Collin","TX",1878,,33.080152,-96.423231
"COPPER CITY","Shasta","CA",1878,1880,40.7787623,-122.2208371
"CORLETT","Albany","WY",1878,1882,,
"CORTE MADERA","Marin","CA",1878,,37.9254806,-122.5274755
"CORWIN","Burnet","TX",1878,1899,,
"CORWIN","Eureka","NV",1878,1879,40.0215937,-115.8989488
"COUNCIL VALLEY","Adams","ID",1878,1896,,
"CRAFTON","Wise","TX",1878,1934,33.3692776,-97.9058706
"CRAINVILLE","Republic","KS",1878,1895,39.9333405,-97.633653
"CROOKSVILLE","Gunnison","CO",1878,1885,38.4516603,-106.6094773
"CUB HILL","Cache","UT",1878,1891,41.9757598,-111.8563372
"DARK CANYON","Humboldt","CA",1878,1882,,
"DAVIS","Las Animas","CO",1878,1879,,
"DAYS CREEK","Douglas","OR",1878,,42.9723408,-123.1722829
"DEEP CREEK","Callahan","TX",1878,1880,,
"DEL VALLE","Travis","TX",1878,,30.2090029,-97.6495621
"DEUEL","Deuel","SD",1878,1878,44.7542,-96.684709
"DEWEYS","Beaverhead","MT",1878,1894,45.777148,-112.8550332
"DIANA","Sedgwick","KS",1878,1881,,
"DIXIE","Canyon","ID",1878,1879,,
"DIXON","Butler","KS",1878,1888,37.9436291,-96.8544722
"DOLORES","Montezuma","CO",1878,,37.4738818,-108.5045356
"DOSTER","Sumner","KS",1878,1902,37.061135,-97.7119971
"DOUGLASS","Albany","WY",1878,1883,42.7596897,-105.3822069
"DOVER","Gage","NE",1878,1882,,
"DRAYTON","Pembina","ND",1878,,48.560161,-97.177999
"DRY VALLEY","Montague","TX",1878,1879,33.5545515,-97.6908638
"DUFUR","Wasco","OR",1878,,45.4531754,-121.1306244
"DURANT","Robertson","TX",1878,1878,,
"EADS","Lyon","KS",1878,1884,,
"EAGLE CREEK","Rooks","KS",1878,1884,39.2855661,-99.0767573
"EASDALE","Ellis","KS",1878,1887,38.7294567,-99.1606532
"EAST CADDO","Callahan","TX",1878,1878,,
"EDISON","Skagit","WA",1878,1983,48.5614321,-122.4382248
"EDNA","Labette","KS",1878,,37.0597959,-95.3594159
"EDWIN","Crawford","KS",1878,1881,37.4408832,-94.6496809
"EL CAJON","San Diego","CA",1878,,32.7933842,-116.9625269
"ELDER CREEK","Tehama","CA",1878,1882,40.0429349,-122.115823
"ELIZABETH LAKE","Los Angeles","CA",1878,1925,34.6547083,-118.3761911
"ELK FLAT","Union","OR",1878,1886,45.5693086,-117.8190952
"ELKHORN","Jack","TX",1878,1878,,
"ELM MILLS","Barber","KS",1878,1893,37.4339095,-98.6870333
"ELY","White Pine","NV",1878,,39.2479949,-114.8883518
"EMBERSON","Lamar","TX",1878,1905,33.7609363,-95.6524613
"ENTERPRISE","Benton","OR",1878,1880,44.6331773,-123.1012058
"ENTERPRISE","Butte","CA",1878,1926,39.536276,-121.3641314
"EPPERSON","Colusa","CA",1878,1899,,
"EUNICE","Kingman","KS",1878,1881,,
"FAIR OAKS","Douglas","OR",1878,1882,43.4173411,-123.2134056
"FAIRVILLE","Park","CO",1878,1882,,
"FALCON","Elko","NV",1878,1878,41.3435163,-116.389262
"FALLBROOK","San Diego","CA",1878,,33.3489206,-117.2414241
"FARMER","Young","TX",1878,1921,33.3464987,-98.555056
"FARMINGTON","Hanson","SD",1878,1881,43.6016478,-97.6225672
"FELTON","Walker","TX",1878,1878,,
"FERN PRAIRIE","Clark","WA",1878,1894,45.6365067,-122.3987037
"FERNDALE","Whatcom","WA",1878,,48.8530284,-122.5925885
"FIELD CREEK","Llano","TX",1878,1974,30.9015612,-98.9450467
"FISHKILL","Labette","KS",1878,1879,,
"FITZALON","Sherman","NE",1878,1882,,
"FLORAVISTA","San Juan","NM",1878,1880,36.7944478,-108.0803484
"FLORENCE","Los Angeles","CA",1878,1918,33.9744592,-118.2481287
"FLY CREEK","Delaware","OK",1878,1879,36.6392436,-94.9282928
"FOOTS CREEK","Jackson","OR",1878,1879,42.4048437,-123.1389402
"FOREST HILL","Russell","KS",1878,1895,38.725011,-98.6661871
"FOREST RANCH","Butte","CA",1878,,39.8821053,-121.6727541
"FOREST RIVER","Walsh","ND",1878,,48.213643,-97.468761
"FORKSCREEK","Jefferson","CO",1878,1927,,
"FORT CUSTER","Big Horn","MT",1878,1901,45.7269226,-107.574529
"FORT ELLIOTT","Wheeler","TX",1878,1880,35.5177778,-100.4563889
"FORT KEOGH","Custer","MT",1878,1908,46.3755582,-105.8838925
"FORT MCKINNEY","Johnson","WY",1878,1894,,
"FOSTER SPRINGS","Lyon","KS",1878,1879,,
"FOUNTAIN","Brookings","SD",1878,1885,44.3652443,-96.6183829
