"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"ABINGTON","Colfax","NE",1872,1887,,
"ABRAM","Lincoln","KS",1872,1872,,
"ACAMPO","San Joaquin","CA",1872,,38.1746398,-121.2785588
"ADA","Ottawa","KS",1872,,39.1513917,-97.8892088
"ADAMS","Gage","NE",1872,,40.4594441,-96.5100171
"AGENCY","Missoula","MT",1872,1874,47.3279854,-114.2934517
"AILANTHUS","Ottawa","KS",1872,1882,,
"ALEXANDRIA","Thayer","NE",1872,,40.2452794,-97.3892076
"ALEXIS","Butler","NE",1872,1885,,
"ALMENA","Norton","KS",1872,,39.893306,-99.7098602
"ALMY","Uinta","WY",1872,1914,41.3316124,-111.0046287
"ALTA","Salt Lake","UT",1872,1929,40.5505042,-111.8618782
"ALTAMONT","Alameda","CA",1872,1955,37.7438175,-121.6627285
"ALTON","Sumner","KS",1872,1881,37.004081,-97.527894
"ALUM CREEK","Ellsworth","KS",1872,1882,38.7388962,-98.0308833
"AMERICAN CREEK","Brule","SD",1872,1873,43.8155503,-99.3317668
"AMITY","Jewell","KS",1872,1886,,
"ANNAVILLE","Elko","NV",1872,1874,41.8604727,-114.0564045
"ANNONA","Red River","TX",1872,,33.5813476,-94.9164565
"ANTELOPE","Antelope","NE",1872,1881,42.1700064,-98.1884044
"ANTON CHICO","Guadalupe","NM",1872,,35.2000506,-105.1422244
"ARAPAHOE","Furnas","NE",1872,,40.3041736,-99.900402
"ARNECKEVILLE","Dewitt","TX",1872,1954,,
"ASH BLUFF","Saunders","NE",1872,1873,,
"ASHBY","Houston","TX",1872,1877,,
"ATASCOSA","Bexar","TX",1872,,29.288706,-98.705993
"ATHELSTANE","Clay","KS",1872,1898,39.2055505,-97.1655752
"AURORA","Hamilton","NE",1872,,40.8672344,-98.0042212
"BALLARD","Smith","KS",1872,1874,,
"BARRY","Madison","NE",1872,1873,,
"BARTLESON","Johnson","KS",1872,1874,,
"BATIN","Webster","NE",1872,1887,40.2300133,-98.48256
"BEAVER","Boone","NE",1872,1874,41.57029,-97.8661674
"BEAVER","Osborne","KS",1872,1873,,
"BEAVER CREEK","Broadwater","MT",1872,1887,46.5163233,-111.5680267
"BEAVERTON","Washington","OR",1872,,45.4858333,-122.8105556
"BEEKMAN","Washington","KS",1872,1876,,
"BELKNAP","Chautauqua","KS",1872,1878,37.2511509,-96.345002
"BELLEGARDE","Pottawat","KS",1872,1879,,
"BELMONT","Cass","NE",1872,1888,,
"BENT CANYON","Las Animas","CO",1872,1902,37.2819611,-104.6419316
"BENTON","Butler","KS",1872,,37.7860758,-97.1059595
"BERKELEY","Alameda","CA",1872,,37.8683323,-122.2715418
"BERLIN","Riley","KS",1872,1876,,
"BERNARDO","San Diego","CA",1872,1918,32.7522721,-117.2244804
"BIG SANDY","Thayer","NE",1872,1875,,
"BILLINGSVILLE","Norton","KS",1872,1872,39.8338946,-99.8915113
"BISMARK","Saguache","CO",1872,1879,,
"BLOCKHOUSE","Klickitat","WA",1872,1930,45.8395676,-120.9375678
"BLOOMFIELD","Elk","KS",1872,1879,,
"BLUE HILL","Mitchell","KS",1872,1921,39.306953,-98.3636702
"BLUFFTON","Ottawa","KS",1872,1886,,
"BOCA","Nevada","CA",1872,1945,39.3860184,-120.0940868
"BOLIVAR","Denton","TX",1872,1906,33.3584483,-97.2452944
"BOONE","Boone","NE",1872,,41.6264005,-97.9175582
"BOREMAN","Yankton","SD",1872,1873,42.888448,-97.172753
"BOULDER CREEK","Santa Cruz","CA",1872,,37.1260578,-122.1221869
"BOWER","Jefferson","NE",1872,1901,40.2630569,-97.1805924
"BOYLE","Jefferson","KS",1872,1945,39.3402763,-95.3527507
"BRISTOL","Ellis","TX",1872,1906,32.4615287,-96.5699897
"BRITTON","Butler","KS",1872,1877,37.490298,-96.8436425
"BRONCO","Nevada","CA",1872,1891,39.3862969,-120.0226966
"BRONCO","Washoe","NV",1872,1872,39.3979642,-119.9782512
"BROOKLYN","Shelby","TX",1872,1883,,
"BRYANT","Butler","KS",1872,1885,37.555432,-96.734503
"BUG EYE","Dallas","TX",1872,1874,,
"BURLINGAME","Merrick","NE",1872,1888,,
"BURNEY VALLEY","Shasta","CA",1872,1894,40.8823811,-121.6608205
"BURRTON","Reno","KS",1872,1872,,
"BURTONS BEND","Furnas","NE",1872,1881,40.3047287,-100.010129
"BUTLER","Douglas","OR",1872,1873,43.6587309,-123.3186987
"BUTTE DISAPPOINTMENT","Lane","OR",1872,1875,43.915959,-122.8228506
"BUTTER CREEK","Morrow","OR",1872,1873,45.3531842,-119.5577997
"CABIN VALLEY","Cowley","KS",1872,1876,,
"CADDO","Bryan","OK",1872,,34.1218583,-96.2713981
"CAMP BAKER","Meagher","MT",1872,1879,46.678556,-111.1727283
"CAMP COLORADO","Coleman","TX",1872,1902,31.8832009,-99.2642269
"CANOLA","Elk","KS",1872,1879,37.3486427,-96.4505641
"CANTON","Broadwater","MT",1872,1935,46.4140996,-111.4833004
"CARLTON","Dickinson","KS",1872,,38.6872259,-97.2933586
"CARPENTERS BAR","Powell","MT",1872,1872,46.6763239,-112.501416
"CARR","Weld","CO",1872,,40.8960939,-104.8749699
"CARTER CREEK","Clay","KS",1872,1872,39.5538887,-97.0333533
"CASCA","Cowley","KS",1872,1873,,
"CASTELL","Llano","TX",1872,,30.7011789,-98.9568163
"CASTLETON","Reno","KS",1872,1957,37.8677904,-97.9692213
"CEDAR CREEK","Cass","NE",1872,,41.0366655,-96.0994583
"CEDAR MILLS","Grayson","TX",1872,1907,33.8287142,-96.8197238
"CEDAR VALLEY","Hays","TX",1872,1875,,
"CENTER POINT","Kerr","TX",1872,,29.9447865,-99.0369961
"CENTRAL POINT","Jackson","OR",1872,1957,42.3716667,-122.9125
"CENTRE BOW","Cedar","NE",1872,1875,,
"CENTREVILLE","Broadwater","MT",1872,1883,46.3402092,-111.511913
"CENTREVILLE","Turner","SD",1872,1893,43.117576,-96.961572
"CERBAT","Mohave","AZ",1872,1912,35.3136064,-114.1330093
"CHAPMAN","Dickinson","KS",1872,,38.9710489,-97.0248752
"CHEWELAH","Stevens","WA",1872,,48.2760518,-117.7142671
