"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"NACOGDOCHES","Nacogdoche","TX",1779,,,
"LAWTON","Cherokee","KS",1800,1985,37.2220015,-94.6360652
"HUFSMITH","Harris","TX",1802,1963,30.1236,-95.5964
"SAN FELIPE","Austin","TX",1826,,29.797487,-96.1004578
"GOLIAD","Goliad","TX",1829,,28.665667,-97.393695
"GALVESTON","Galveston","TX",1830,,29.302439,-94.795978
"EAGLETOWN","McCurtain","OK",1834,,34.0419086,-94.5749681
"BEAUMONT","Jefferson","TX",1835,,30.084555,-94.102195
"BRAZORIA","Brazoria","TX",1835,,29.0524656,-95.570007
"COLUMBIA","Brazoria","TX",1835,1927,29.1427466,-95.6152241
"EGYPT","Wharton","TX",1835,,29.4059379,-96.2382848
"GONZALES","Gonzales","TX",1835,,29.506282,-97.454376
"LIBERTY","Liberty","TX",1835,,30.059139,-94.80141
"MATAGORDA","Matagorda","TX",1835,,28.690572,-95.968545
"REFUGIO","Refugio","TX",1835,,28.299551,-97.27312
"SAN ANTONIO","Bexar","TX",1835,,29.4241219,-98.4936282
"SAN AUGUSTINE","San Augustine","TX",1835,,31.5294207,-94.111699
"SAN PATRICIO","San Patricio","TX",1835,1929,27.9544619,-97.7719419
"TEXANA","Jackson","TX",1835,1885,,
"VELASCO","Brazoria","TX",1835,1957,28.9647505,-95.3646628
"VICTORIA","Victoria","TX",1835,,28.8141042,-96.9885505
"WASHINGTON","Washington","TX",1835,,30.3253635,-96.1579814
"JASPER","Jasper","TX",1836,,30.9216834,-94.0027802
"BASTROP","Bastrop","TX",1837,,30.1118657,-97.3202881
"CANEY","Matagorda","TX",1837,1914,28.9635885,-95.8546775
"CINCINNATI","Walker","TX",1837,1893,30.9035212,-95.545221
"HOUSTON","Harris","TX",1837,,29.7656154,-95.3646003
"HUNTSVILLE","Walker","TX",1837,,30.724694,-95.553831
"MONTGOMERY","Montgomery","TX",1837,,30.3846505,-95.6624458
"SALEM","Newton","TX",1837,1897,30.5424254,-93.7679522
"SHELBYVILLE","Shelby","TX",1837,,31.7591,-94.078899
"ANAHUAC","Chambers","TX",1838,,29.769285,-94.682962
"BELGRADE","Newton","TX",1838,1937,30.6857573,-93.6635081
"COLUMBUS","Colorado","TX",1838,,29.705774,-96.5508459
"CROCKETT","Houston","TX",1838,,31.317873,-95.455904
"FRANKLIN","Robertson","TX",1838,,31.027431,-96.485471
"INDEPENDENCE","Washington","TX",1838,1958,30.319377,-96.3466306
"RICHMOND","Fort Bend","TX",1838,,29.5378718,-95.701752
"SPRING HILL","Harrison","TX",1838,,32.5198712,-94.5407586
"AUSTIN","Travis","TX",1839,,30.2732637,-97.7652836
"CLARKSVILLE","Red River","TX",1839,,33.613386,-95.050756
"DAINGERFIELD","Morris","TX",1839,,33.0328275,-94.7237824
"DE KALB","Bowie","TX",1839,,33.510049,-94.618811
"DOUGLASS","Nacogdoches","TX",1839,,31.6679205,-94.8861024
"LAGRANGE","Fayette","TX",1839,,29.9055033,-96.876647
"LAMAR","Aransas","TX",1839,1918,28.1394565,-97.0055455
"MARSHALL","Harrison","TX",1839,,32.5409734,-94.3659806
"PINE ISLAND","Jefferson","TX",1839,1912,30.0563252,-94.2774081
"RUTERSVILLE","Fayette","TX",1839,1972,29.9477242,-96.7972005
"SEGUIN","Guadalupe","TX",1839,,29.568028,-97.97045
"SHELBY","Austin","TX",1839,1912,30.0216106,-96.5983064
"CUERO","Dewitt","TX",1840,,,
"ELYSIAN FIELDS","Harrison","TX",1840,,32.3683905,-94.1835923
"PATROON","Shelby","TX",1840,1974,31.6229546,-93.9810245
"ZUMWALT'S","Lavaca","TX",1840,,,
"CALDWELL","Burleson","TX",1841,,30.5334114,-96.6946728
"FORT LEAVENWORTH","Leavenworth","KS",1841,,39.355743,-94.925948
"MELROSE","Nacogdoches","TX",1841,1921,31.5615706,-94.4765951
"PORT LAVACA","Calhoun","TX",1841,,28.6170858,-96.6421337
"BURLEIGH","Austin","TX",1842,1913,29.9196707,-96.1502386
"FORT GIBSON","Muskogee","OK",1842,,35.7938563,-95.2391873
"INDUSTRY","Austin","TX",1842,,29.973667,-96.502055
"PARIS","Lamar","TX",1842,,33.660037,-95.55111
"PINE ISLAND","Austin","TX",1842,,30.0579976,-96.0374576
"BLOSSOM PRAIRIE","Lamar","TX",1843,1888,,
"BOSTON","Bowie","TX",1843,,33.4415086,-94.4196452
"FORT SCOTT","Bourbon","KS",1843,,37.8296951,-94.7052171
"HENDERSON","Rusk","TX",1843,,32.148782,-94.7989
"HONEY GROVE","Fannin","TX",1843,,33.5826343,-95.90958
"JEFFERSON","Marion","TX",1843,,32.7562979,-94.3464133
"TOWN BLUFF","Tyler","TX",1843,1931,30.7879803,-94.1804689
"WHEELOCK","Robertson","TX",1843,,30.8989566,-96.3919163
"BONHAM","Fannin","TX",1844,,33.576174,-96.17775
"BRENHAM","Washington","TX",1844,,30.169559,-96.397362
"CHAMBERS' CREEK","Ellis","TX",1844,1891,,
"CORPUS CHRISTI","Nueces","TX",1844,,27.798746,-97.427237
"DALLAS","Dallas","TX",1844,,32.7830556,-96.8066667
"COW CREEK","Newton","TX",1845,,30.5735359,-93.7285073
"LIVERPOOL","Brazoria","TX",1845,,29.293967,-95.278604
"MAYHEW","Choctaw","OK",1845,1902,34.0609315,-95.8860881
"NEW BRAUNFELS","Comal","TX",1845,,29.696759,-98.116535
"POINT ISABEL","Cameron","TX",1845,1930,26.0768697,-97.209045
"SEMPRONIUS","Austin","TX",1845,1905,30.0702201,-96.2805193
"WHEELOCK","McCurtain","OK",1845,1895,33.9894444,-94.9902778
"FLINT","Adair","OK",1846,1896,,
"LEONA","Leon","TX",1846,,31.1554059,-95.9684898
"MILAM","Sabine","TX",1846,,31.4329825,-93.8476502
"PALMER'S","San Jacinto","TX",1846,1910,,
"ROUND TOP","Fayette","TX",1846,,30.063611,-96.693011
"SAN MARCOS","Hays","TX",1846,,29.884296,-97.942057
"ASTORIA","Clatsop","OR",1847,,46.189369,-123.8352045
"BURKEVILLE","Newton","TX",1847,,30.9991706,-93.6693598
