"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"BEAR CANYON","Douglas","CO",1869,1879,39.54047,-104.98151
"BELLEVUE","Washington","UT",1869,1878,37.3408149,-113.2741158
"BUTTE VALLEY","Huerfano","CO",1869,1878,37.6663996,-104.956104
"CADDO GROVE","Johnson","TX",1869,1883,,
"CHERRY HILL","Platte","NE",1869,1880,41.3894574,-97.4947685
"CLARKSVILLE","Merrick","NE",1869,1881,41.2152927,-97.8358893
"CLIFTON","Colfax","NM",1869,1879,,
"CREMONA","Neosho","KS",1869,1878,37.6744911,-95.3491472
"EAST GALLATIN","Gallatin","MT",1869,1881,45.9277059,-111.4980234
"EL DORADO","Malheur","OR",1869,1879,44.4262704,-117.7457612
"ELK HORN","Polk","OR",1869,1882,45.0456707,-123.4317737
"EMMETTSBURG","Granite","MT",1869,1879,46.5082604,-113.245344
"ESTEINA","Saunders","NE",1869,1883,,
"GROVE CITY","Jefferson","KS",1869,1883,,
"HARRISVILLE","Bell","TX",1869,1882,,
"HIGHLAND STATION","Galveston","TX",1869,1880,29.5705065,-94.3985218
"HORSE PLAINS","Sanders","MT",1869,1883,47.4602135,-114.8829119
"HUMBOLDT BASIN","Malheur","OR",1869,1883,44.4262709,-117.6010329
"IRON ROD","Madison","MT",1869,1882,45.656315,-112.3313917
"LOCKE HILL","Bexar","TX",1869,1881,29.5688391,-98.5772422
"LOSTINE","Cherokee","KS",1869,1879,,
"MARINDAL","Yankton","SD",1869,1878,43.0258281,-97.2800551
"OBMULKEE","Okmulgee","OK",1869,1883,35.6234367,-95.9605502
"OMAHA BARRACKS","Douglas","NE",1869,1879,,
"OTTER CREEK","Clay","KS",1869,1878,39.311107,-97.0705728
"PICACHO","San Benito","CA",1869,1880,36.3466258,-120.6948943
"POINT OF TIMBER","Contra Costa","CA",1869,1882,,
"RIVERDALE","Clay","KS",1869,1881,39.5669429,-97.2953088
"SASABI FLAT","Pima","AZ",1869,1878,32.1314666,-111.2778803
"SHERIDAN","Nemaha","NE",1869,1882,40.3933347,-95.8436085
"SHIRLEY","Cloud","KS",1869,1878,39.5694437,-97.4419792
"TIMBER HILL","Labette","KS",1869,1879,37.2950642,-95.4294209
"TREASURE CITY","White Pine","NV",1869,1880,39.2296551,-115.4800356
"VIRGINIA","Union","SD",1869,1881,,
"ACOMB","McLennan","TX",1870,1880,,
"ALBUQUERQUE","Wilson","TX",1870,1883,,
"ARION","Cloud","KS",1870,1883,,
"BEAVER","Anderson","TX",1870,1881,,
"BELL'S RIDGE","Shasta","CA",1870,1881,,
"BETHEL","Marion","KS",1870,1883,38.4939021,-96.8608471
"BUCK GROVE","Jackson","KS",1870,1881,,
"CHERRY CREEK","Woodson","KS",1870,1878,37.870315,-95.6108167
"CLAY HILL","Titus","TX",1870,1880,,
"COLFAX","Custer","CO",1870,1879,,
"COLLINS","Greenwood","KS",1870,1883,37.7989133,-96.4463999
"CORONA","Coffey","KS",1870,1878,,
"COTTON PLANT","Lamar","TX",1870,1879,,
"DRYDEN","Thayer","NE",1870,1879,,
"ELIZABETH","Denton","TX",1870,1881,,
"ELLIS","San Joaquin","CA",1870,1878,37.7402069,-121.4271672
"FALSE CAPE","Humboldt","CA",1870,1879,40.5101301,-124.3867234
"FANNIE","Cloud","KS",1870,1878,,
"FERGUSON","Franklin","KS",1870,1879,38.6952871,-95.1599708
"FLAT ROCK","Neosho","KS",1870,1879,,
"GOMERIA","Republic","KS",1870,1880,39.9236213,-97.8217096
"GOMERS MILLS","Elbert","CO",1870,1882,,
"GREENFIELD","Elk","KS",1870,1879,,
"JOY CREEK","Washington","KS",1870,1878,39.9427817,-96.9728058
"LEGHORN","Pottawat","KS",1870,1883,,
"LINCOLN CENTRE","Lincoln","KS",1870,1878,39.0408395,-98.1447743
"LINE","Greenwood","KS",1870,1878,,
"MARAK","Brown","KS",1870,1882,,
"MERIDIAN","Jefferson","NE",1870,1883,40.3208354,-97.3305974
"MIM'S STORE","Marion","TX",1870,1879,,
"MOHAWK VALLEY","Plumas","CA",1870,1881,39.8062863,-120.6552205
"NORTH TOPEKA","Shawnee","KS",1870,1879,39.0722221,-95.6669256
"OAKLAND","Jewell","KS",1870,1878,,
"PAINTERHOOD","Elk","KS",1870,1879,,
"PETERSBURGH","Millard","UT",1870,1879,,
"PIKES PEAK","Powell","MT",1870,1878,46.502706,-112.9092143
"PLATTVILLE","Saunders","NE",1870,1879,41.3505568,-96.5414151
"POPOLOTE","Bee","TX",1870,1883,,
"QUITO","Butler","KS",1870,1881,37.715297,-96.7250259
"ROPERVILLE","Gage","NE",1870,1878,,
"SAN JUAN","Rio Arriba","NM",1870,1881,36.0528006,-106.0705788
"SAVANNAH","Butler","NE",1870,1882,,
"SHADEVILLE","Henderson","TX",1870,1880,,
"SOUTH COTTONWOOD","Salt Lake","UT",1870,1883,,
"TURNER'S POINT","Kaufman","TX",1870,1879,,
"VALLEY","Greenwood","KS",1870,1880,37.6222547,-96.2280527
"VICKSBURGH","Jewell","KS",1870,1881,39.642508,-98.0447687
"VOLO","Bell","TX",1870,1882,30.9254629,-97.3394456
"WATSON","Beaverhead","MT",1870,1881,45.1304768,-112.7225226
"ALVA","Cloud","KS",1871,1878,39.5994495,-97.8611542
"AMHERST","Washington","NE",1871,1878,,
"AURORA","Jewell","KS",1871,1882,,
"BENNET STATION","Lancaster","NE",1871,1880,40.6799999,-96.5064018
"BETHANY","Osborne","KS",1871,1880,39.5636219,-98.6934054
"BLAIR","Union","SD",1871,1881,,
"BLANCBVILLE","Marshall","KS",1871,1879,,
"BOSTON","Chautauqua","KS",1871,1879,,
"BRUSH CREEK","Cherokee","KS",1871,1883,37.0978407,-94.7949532
"BRYANT","Fillmore","NE",1871,1878,,
"BUEL","Elko","NV",1871,1878,41.25548,-114.0464003
"BUTLER CENTRE","","NE",1871,1880,,
"CALMAR","McPherson","KS",1871,1880,38.5555632,-97.8336559
"CAMP STAMBAUGH","Fremont","WY",1871,1878,,
"CHICO SOUTH","Medina","TX",1871,1880,,
"COTTONWOOD","Chase","KS",1871,1881,38.397236,-96.5369507
"DEER VALLEY","Park","CO",1871,1878,,
"DELANO","Sedgwick","KS",1871,1880,,
"DUGANSVILLE","Grayson","TX",1871,1879,,
"EL PASO","Sedgwick","KS",1871,1881,37.5536629,-95.2652559
"ELINOR","Chase","KS",1871,1881,38.3933472,-96.4280586
"ENCHANTED PRAIRIE","Coos","OR",1871,1883,43.036777,-124.0337092
"ENGELWOOD","Robertson","TX",1871,1880,,
"FAIRFAX","Osage","KS",1871,1883,38.7250064,-95.6585942
"FAIRVIEW","Saline","NE",1871,1878,40.5455601,-97.2358773
"FILLMORE","Fillmore","NE",1871,1879,,
"FIRESTEEL","Davison","SD",1871,1880,,
"FLOWERDALE","Richardson","NE",1871,1882,,
"FOX CREEK","Chase","KS",1871,1883,38.3939028,-96.5511178
"GILSON","Adams","NE",1871,1878,40.4375138,-98.4403373
"GREEN ISLAND","Cedar","NE",1871,1882,42.8399983,-97.4408942
"GREENHORN","Lewis & Clark","MT",1871,1883,,
"HARRISBURGH","Lincoln","SD",1871,1880,43.426596,-96.704922
"HUGHES","Arapahoe","CO",1871,1879,39.9852617,-104.8205283
"JAMISON","Plumas","CA",1871,1882,39.741286,-120.6999428
"JOHNSTONVILLE","Upshur","TX",1871,1880,,
"JUSTICE","Dixon","NE",1871,1880,,
"KANAWHA","Colusa","CA",1871,1879,39.524326,-122.2497061
"KEDRON","Osage","KS",1871,1881,38.4494591,-95.6683184
"KIRKLAND VALLEY","Yavapai","AZ",1871,1880,,
"LAS ANIMAS","Bent","CO",1871,1883,38.0666735,-103.222708
"LITTLE WALNUT","Butler","KS",1871,1882,37.6902964,-96.7822508
"LITTLETON","Sumner","KS",1871,1879,37.474464,-97.2439325
"MARTINDALE","Coffey","KS",1871,1880,,
"MINERAL SPRINGS","Bon Homme","SD",1871,1880,,
"MOUNT FAIRVIEW","San Diego","CA",1871,1880,,
"NERO","Washington","NE",1871,1882,,
"NINNESCAH","Cowley","KS",1871,1878,37.3469673,-97.13254
"NORTON","Clackamas","OR",1871,1881,45.3262326,-122.3984203
"PATAHA","Garfield","WA",1871,1878,46.4732085,-117.5365741
"PEACH CREEK","Washington","KS",1871,1878,39.609832,-97.135145
"PENDELL","Butler","KS",1871,1880,,
"PLOWBOY","Shawnee","KS",1871,1882,,
"PORTER'S RANCH","Smith","KS",1871,1881,,
"PRAIRIE HOME","Republic","KS",1871,1878,39.892962,-97.801648
"PRINCEVILLE","Cloud","KS",1871,1882,39.466968,-97.501419
"QUARTZ CREEK","Mineral","MT",1871,1882,47.0013098,-114.8601283
"RIO COLORADO","Taos","NM",1871,1878,36.6478004,-105.6933424
"ROCKY HILL","Lincoln","KS",1871,1880,,
"RURAL","Jefferson","KS",1871,1883,39.0627783,-95.3327512
"SMITHLAND","Cedar","NE",1871,1882,42.6202771,-97.265054
"SMITHWICK MILLS","Burnet","TX",1871,1882,,
"SOTHER","Nemaha","KS",1871,1878,,
"STEARNS PRAIRIE","Platte","NE",1871,1878,,
"STEPHENSBOROUGH","Red River","TX",1871,1879,,
"SUMMIT","Butler","NE",1871,1878,41.2000138,-97.2967094
"SUMNER","Sumner","KS",1871,1882,,
"TABOR","Saline","NE",1871,1879,,
"TAYLOR","Red River","TX",1871,1880,33.8426077,-95.1624501
"TEN MILE","Cloud","KS",1871,1879,39.4816695,-97.8164305
"TOMAHA","Red River","TX",1871,1883,,
"UPPER OCHOCO","Crook","OR",1871,1880,44.3276299,-120.6427948
"WADEVILLE","Navarro","TX",1871,1882,,
"WALLACE PRAIRIE","Grimes","TX",1871,1879,,
"WEST BRANCH","Pawnee","NE",1871,1881,,
"WEST FALLS","Falls","TX",1871,1883,,
"WHITE MOUND","Jewell","KS",1871,1879,,
"WHITE RIVER","Summit","CO",1871,1880,40.1541396,-108.827053
"WINGVILLE","Baker","OR",1871,1879,44.8395934,-117.921607
"WINSOR","Kane","UT",1871,1879,37.247206,-112.664377
"YREKA","Powell","MT",1871,1882,,
"AILANTHUS","Ottawa","KS",1872,1882,,
"ALTON","Sumner","KS",1872,1881,37.004081,-97.527894
"ALUM CREEK","Ellsworth","KS",1872,1882,38.7388962,-98.0308833
"ANTELOPE","Antelope","NE",1872,1881,42.1700064,-98.1884044
"BELKNAP","Chautauqua","KS",1872,1878,37.2511509,-96.345002
"BELLEGARDE","Pottawat","KS",1872,1879,,
"BISMARK","Saguache","CO",1872,1879,,
"BLOOMFIELD","Elk","KS",1872,1879,,
"BROOKLYN","Shelby","TX",1872,1883,,
"BURTONS BEND","Furnas","NE",1872,1881,40.3047287,-100.010129
"CAMP BAKER","Meagher","MT",1872,1879,46.678556,-111.1727283
"CANOLA","Elk","KS",1872,1879,37.3486427,-96.4505641
"CENTREVILLE","Broadwater","MT",1872,1883,46.3402092,-111.511913
"CHEYENNE AGENCY","Stanley","SD",1872,1879,,
"CHILLICOTHE","Phillips","KS",1872,1881,,
"CLAGETT","Jefferson","MT",1872,1878,46.1068718,-111.9258217
"CLEVELAND","Fort Bend","TX",1872,1879,,
"COLAN","Saunders","NE",1872,1879,41.2975026,-96.6058604
"COUNCIL HOUSE","Pushmataha","OK",1872,1880,,
"CROSSVILLE","Bell","TX",1872,1881,,
"DARLING","Beaverhead","MT",1872,1881,45.5457598,-112.6975235
"DELAVAN","Clay","KS",1872,1880,,
"DIXON","Coffey","KS",1872,1878,,
"DODGE STATION","Walker","TX",1872,1881,,
"DONOP","Wayne","NE",1872,1882,,
"DUDLEY","Park","CO",1872,1880,39.2969337,-106.0716858
"EASTON","El Paso","CO",1872,1883,,
"ELA","Otoe","NE",1872,1878,,
"ELMA","Republic","KS",1872,1881,,
"EMPIRE","McPherson","KS",1872,1880,38.2902864,-97.5375393
"EUREKA MILLS","Harris","TX",1872,1879,,
"FAIRVIEW","Owyhee","ID",1872,1878,43.0062716,-116.690956
"FINLAY","Turner","SD",1872,1880,,
"FOREST HILL","Bell","TX",1872,1880,,
"FROG POINT","Traill","ND",1872,1879,,
"FULDA","Chautauqua","KS",1872,1883,37.1130985,-96.3805585
"GARDEN CITY","Harvev","KS",1872,1878,,
"GLENWOOD","Johnson","KS",1872,1881,39.0236165,-94.6935701
"GRIFFIN","Cuming","NE",1872,1883,,
"GWENDALE","Deer Lodge","MT",1872,1878,46.1554814,-112.884207
"HAYDEN'S FERRY","Maricopa","AZ",1872,1879,33.414768,-111.9093095
"HERMANSVILLE","Coos","OR",1872,1881,43.0334431,-124.1234352
"HESSVILLE","Sumner","KS",1872,1881,,
"IOWA SLOUGH","Coos","OR",1872,1878,43.1553874,-124.2870556
"JAY EU","Republic","KS",1872,1878,,
"JEWELL CENTRE","Jewell","KS",1872,1880,39.7872343,-98.2100511
"KENTON","Greenwood","KS",1872,1879,,
"KILDARE","Phillips","KS",1872,1881,,
"KLIKITAT","Klickitat","WA",1872,1880,45.8170668,-121.1525716
"LAZETTE","Cowley","KS",1872,1880,37.3161377,-96.6644686
"LEBO CREEK","Coffey","KS",1872,1880,38.2964069,-95.9052669
"LEFT HAND","Boulder","CO",1872,1879,,
"LELAND","Morris","KS",1872,1882,,
"LEWISTON","Tooele","UT",1872,1882,40.3207801,-112.2121665
"LIGHTNING CREEK","Nowata","OK",1872,1883,,
"LINCOLN VALLEY","Hamilton","NE",1872,1878,40.8936237,-97.9217208
"LISBON","Chautauqua","KS",1872,1880,,
"LITTLE DUTCH","Cowley","KS",1872,1882,37.3516904,-97.0150368
"LITTLE MINERAL","Grayson","TX",1872,1879,,
"LODIANA","Rice","KS",1872,1880,38.317973,-98.062909
"LORAIN","Nemaha","KS",1872,1879,,
"MCMILLIN","Bell","TX",1872,1881,,
"MEDARY","Brookings","SD",1872,1883,44.300226,-96.792254
"MONT CENIS","Dickinson","KS",1872,1882,,
"MOUNT CENIS","Dickinson","KS",1872,1882,,
"MOUNT GAYNOR","Hays","TX",1872,1879,30.1438191,-98.135012
"MOUNT HOOD","Wasco","OR",1872,1878,45.5378947,-121.568408
"MOUNT OLIVET","McLennan","TX",1872,1883,31.4721135,-97.0680537
"NEW ARCADIA","Osborne","KS",1872,1879,,
"NEW BOGGY DEPOT","Atoka","OK",1872,1883,,
"NEW ERA","Furnas","NE",1872,1881,40.2641747,-99.7145603
"NEW GOTTLAND","McPherson","KS",1872,1883,38.4497297,-97.6114276
"OLIMPO","Colusa","CA",1872,1883,,
"ORIOLE","Smith","KS",1872,1882,39.936595,-98.594106
"ORVILLE","Hamilton","NE",1872,1880,,
"PALO ALTO","Bell","TX",1872,1882,,
"PAYETTE STORE","Payette","ID",1872,1881,,
"PEBBLE","Dodge","NE",1872,1883,,
"PINE GROVE","Spokane","WA",1872,1879,47.447115,-117.4285337
"PITTSBURGH","Mitchell","KS",1872,1881,39.3430652,-98.4708966
"PLATTE CREEK","Charles Mix","SD",1872,1883,43.2927752,-99.0098126
"PLEASANT GROVE","Kittitas","WA",1872,1881,,
"POST OAK GROVE","Lavaca","TX",1872,1883,,
"POWELLSBURGH","Clay","KS",1872,1881,39.4277759,-97.0019605
"PRAIRIE GROVE","Republic","KS",1872,1883,39.892962,-97.801648
"PRAIRIE VALLEY","Hill","TX",1872,1880,31.8771025,-97.3283454
"REAVESVILLE","Grayson","TX",1872,1880,,
"RED BUTTES","Albany","WY",1872,1879,41.1824801,-105.5947132
"REIDSVILLE","Knox","NE",1872,1880,,
"RICH","Anderson","KS",1872,1883,38.0986399,-95.2180317
"SAINT JOSEPH","Yamhill","OR",1872,1878,45.238172,-123.1448266
"SAN PEDRO","Cochise","AZ",1872,1880,31.4945418,-110.1173008
"SOUTH GABRIEL","Burnet","TX",1872,1882,30.7051867,-98.0247416
"SOUTHWATER","El Paso","CO",1872,1878,,
"SPOTTED TAIL","Todd","SD",1872,1878,43.248923,-100.838635
"SPRING LAKE","Utah","UT",1872,1882,40.0010658,-111.7463199
"SPRINGDALE","Valley","NE",1872,1882,41.6041765,-98.8567519
"SPRINGFIELD","Mitchell","KS",1872,1881,,
"STOCKTON","Franklin","NE",1872,1880,,
"STONE CORRAL","Rice","KS",1872,1880,,
"STRINGTOWN","Hays","TX",1872,1883,,
"TEXAS CREEK","Fremont","CO",1872,1882,38.4130528,-105.5805556
"TOBOXY","Pittsburg","OK",1872,1878,,
"UNION GROVE","Kaufman","TX",1872,1880,,
"WALKER RIVER","Douglas","NV",1872,1883,38.7940779,-119.3679384
"WASKOM STATION","Harrison","TX",1872,1881,,
"WATSON","Harlan","NE",1872,1880,,
