"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"ABERDEEN","Gunnison","CO",1890,1891,38.545825,-106.925321
"ABSARAKA","Cass","ND",1890,,46.9780313,-97.3945341
"ACREY","Erath","TX",1890,1894,32.3209717,-98.1103173
"ADAIR","Swisher","TX",1890,1895,,
"ADAMS","Walsh","ND",1890,,48.422257,-98.074841
"ADDINGTON","Lassen","CA",1890,1910,,
"ADDRAN","Hopkins","TX",1890,1906,33.294278,-95.6030116
"ADDY","Stevens","WA",1890,,48.358106,-117.8378308
"ADEL","Snohomish","WA",1890,1890,,
"ADELL","Parker","TX",1890,1904,32.8845696,-97.9222597
"ADVANCE","Tulare","CA",1890,1890,36.5157803,-118.9026011
"AGATE","Lewis","WA",1890,1901,47.2134287,-123.012371
"AGUILAR","Las Animas","CO",1890,,37.4027931,-104.6533188
"AGUILARES","Webb","TX",1890,1963,27.4486359,-99.0872507
"AHTANUM","Yakima","WA",1890,1902,46.5595702,-120.6220123
"AKRA","Pembina","ND",1890,1973,48.775272,-97.7270364
"ALAMO","Big Horn","WY",1890,1901,44.2694022,-107.963986
"ALBERT","Harding","NM",1890,1961,35.9344805,-103.8652454
"ALBION","Edmunds","SD",1890,1908,45.3621982,-98.7673252
"ALCALDE","Rio Arriba","NM",1890,,36.0889116,-106.053634
"ALCOTT","Falls","TX",1890,1891,,
"ALDERSON","Pittsburg","OK",1890,,34.9000973,-95.6919317
"ALGEO","Barnes","ND",1890,1909,,
"ALHAMBRA","Grant","NM",1890,1902,32.7214646,-108.5100512
"ALICEL","Union","OR",1890,1972,45.4043026,-117.9799373
"ALLEN","Dixon","NE",1890,,42.4163878,-96.8453182
"ALLYN","Mason","WA",1890,,47.381594,-122.831115
"ALMA","Delaware","OK",1890,1892,,
"ALMEDES","Anderson","TX",1890,1891,,
"ALPHA","Coke","TX",1890,1891,,
"ALPHA","Lane","OR",1890,1940,44.1642872,-123.7006605
"ALPHA","Lewis","WA",1890,1954,46.6114946,-122.6053934
"ALTA","Jefferson","MT",1890,1896,46.3732634,-112.0874994
"ALTO","Codington","SD",1890,1903,44.8569092,-96.9281225
"ALTUS","Jackson","OK",1890,,34.6410413,-99.3189481
"ALUMINA","Grant","NM",1890,1894,33.1475694,-108.2136598
"ALVORD","Inyo","CA",1890,1911,37.1827079,-118.2601009
