"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"FORT ATKINSON","Ford","KS",1851,1853,37.7458333,-100.0444444
"FORT DUNCAN","Maverick","TX",1851,1852,28.7071988,-100.4992436
"FORT LACEY","Cherokee","TX",1851,1852,,
"FRONTERA","Dona Ana","NM",1851,1852,,
"FRONTERA","El Paso","TX",1851,1852,,
"GRAYSONVILLE","Stanislaus","CA",1851,1851,,
"GREEN SPRINGS","El Dorado","CA",1851,1852,,
"HALL'S RANCH","Tehama","CA",1851,1851,40.0271015,-122.1211006
"HARRIS FERRY","Washington","OR",1851,1852,45.4492836,-122.9489915
"HAYDENSVILLE","Mariposa","CA",1851,1852,,
"IRISH CREEK","Dewitt","TX",1851,1853,,
"LECOMPTE VALLEY","Sanpete","UT",1851,1851,,
"LIVERMORE RANCH","Alameda","CA",1851,1853,,
"LOUISVILLE","El Dorado","CA",1851,1852,38.8965664,-120.9127166
"MANCHAC HOUSE","Travis","TX",1851,1852,,
"MOUNT HOPE","Tyler","TX",1851,1853,30.9479724,-94.587148
"MOUNTAIN INN","Tuolumne","CA",1851,1852,,
"MOUTH OF WILLAMETTE","Multnomah","OR",1851,1852,45.6220606,-122.7970446
"MYRTLE CITY","Douglas","OR",1851,1852,43.6687285,-123.7928787
"ROME","Marion","OR",1851,1852,45.1487312,-122.826205
"SANPETE","Sanpete","UT",1851,1853,,
"SANTYAM","Linn","OR",1851,1852,44.5218426,-122.908349
"STAR","Walker","TX",1851,1852,,
"TUALITY PLAINS","Washington","OR",1851,1853,45.5076144,-123.1031628
"UMATILLA","Umatilla","OR",1851,1852,45.9161111,-119.3366667
"UNION","Alameda","CA",1851,1853,37.6809543,-121.7616952
"UNION","Jasper","TX",1851,1851,,
"UNIONTOWN","Wyandotte","KS",1851,1852,,
"UTAH LAKE","Utah","UT",1851,1853,40.2099828,-111.8241512
"WILLAMETTE","Yamhill","OR",1851,1852,45.1665072,-123.0178776
"WOOD'S DIGGINGS","Tuolumne","CA",1851,1853,,
"WOODLAWN","Jasper","TX",1851,1852,,
"YUBA","Sutter","CA",1851,1851,39.1393365,-121.6166331
"ASHLAND","Butte","CA",1852,1853,,
"AURUM CITY","El Dorado","CA",1852,1853,,
"BIRCH CREEK","Leon","TX",1852,1853,31.4498993,-95.8294019
"CAMP SECO","Tuolumne","CA",1852,1853,37.9388143,-120.4160283
"CASE'S","Travis","TX",1852,1853,30.1746083,-97.8144575
"CLACKEMAS","Clackamas","OR",1852,1853,45.3831768,-122.4511998
"ELK HORN","Alameda","CA",1852,1853,,
"KILNA","Shasta","CA",1852,1853,,
"KINLEY'S","Bexar","TX",1852,1853,,
"MAGOFFINSVILLE","El Paso","TX",1852,1853,31.7587198,-106.4869314
"MENDOCINO","Humboldt","CA",1852,1853,,
"MILTON","Freestone","TX",1852,1852,,
"PINEY","Lane","OR",1852,1852,44.1334564,-123.3220403
"REDWOOD","San Mateo","CA",1852,1853,37.4852152,-122.2363548
"RINGGOLD","El Dorado","CA",1852,1853,,
"VALLEY PASS","Bell","TX",1852,1852,,
"WEAKLEY","Smith","TX",1852,1853,,
"WEIR'S","Guadalupe","TX",1852,1852,,
"ALLEN'S CREEK","Austin","TX",1853,1853,29.665514,-96.0463468
