"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"CHOCTAW AGENCY","LeFlore","OK",1833,1860,,
"ARANSAS","Aransas","TX",1839,1862,,
"PLUM GROVE","Fayette","TX",1839,1863,29.9505012,-97.0233174
"SABINE CITY","Jefferson","TX",1839,1860,29.7335518,-93.8943327
"CHAMBERSIA","Chambers","TX",1846,1860,,
"TEWOCKONY SPRINGS","Limestone","TX",1847,1862,,
"CRAWFORD SEMINARY","Cherokee","KS",1848,1863,,
"LICKE","Fannin","TX",1848,1861,,
"OAKLAND","Lavaca","TX",1848,1860,,
"PLEASANT RUN","Dallas","TX",1848,1860,32.6051349,-96.7638866
"BETHANY","Panola","TX",1849,1860,32.3732122,-94.0432419
"BILOXI","Newton","TX",1849,1860,30.6207582,-93.7337862
"MORALES DE LAVACA","Jackson","TX",1849,1860,,
"RED ROCK","Gregg","TX",1849,1860,,
"COTLAND","Newton","TX",1850,1860,,
"FREMONT","Yolo","CA",1850,1864,38.6765706,-121.6349597
"MYRTLE SPRINGS","Bowie","TX",1850,1860,,
"PACIFIC CITY","Pacific","WA",1850,1865,46.2837114,-124.0554315
"AGUA FRIA","Mariposa","CA",1851,1862,37.4849377,-120.0201759
"BEARDEN","Lavaca","TX",1851,1863,,
"BOX CREEK","Cherokee","TX",1851,1862,31.581289,-95.1785524
"CHAMPOAG","Marion","OR",1851,1864,45.24873,-122.8981534
"CHANCE PRAIRIE","Burleson","TX",1851,1862,,
"DOUBLE SPRINGS","Calaveras","CA",1851,1860,,
"GRIMESVILLE","Grimes","TX",1851,1860,,
"HAMILTON","Butte","CA",1851,1865,,
"LASSEN'S","Tehama","CA",1851,1860,,
"MONROEVILLE","Colusa","CA",1851,1862,39.67778,-121.9775
"QUARTZBURG","Mariposa","CA",1851,1861,37.5341027,-120.2076849
"STAPLES RANCH","San Joaquin","CA",1851,1863,,
"WINCHESTER","Douglas","OR",1851,1860,43.2825,-123.3508333
"ALLEY'S MILLS","Marion","TX",1852,1861,,
"BLOOMINGTON","Polk","OR",1852,1863,44.7762311,-123.2075983
"CARSON VALLEY","Douglas","NV",1852,1863,39.0032413,-119.8476794
"CENTRAL","Linn","OR",1852,1861,44.6304002,-122.9748136
"ELWOOD","Madison","TX",1852,1860,31.0587973,-95.8255062
"FORT FILLMORE","Dona Ana","NM",1852,1863,,
"GALATEA","Harrison","TX",1852,1864,,
"PARKERSVILLE","Benton","OR",1852,1861,,
"ROADVILLE","Anderson","TX",1852,1860,,
"SOUVIES ISLAND","Multnomah","OR",1852,1860,45.6220606,-122.7970446
"UNION TOWN","Humboldt","CA",1852,1860,40.8665166,-124.0828396
"WOOD PORT","Victoria","TX",1852,1860,,
"CEDARVILLE","El Dorado","CA",1853,1863,38.5687956,-120.6485408
"MERRY OAKS","San Joaquin","CA",1853,1860,,
"ROUND TENT","Yuba","CA",1853,1860,,
"SAN BARNARD","Colorado","TX",1853,1860,,
"WAPATOO","Washington","OR",1853,1865,45.4226147,-123.136218
"WASCOPUM","Wasco","OR",1853,1860,45.5945645,-121.1786823
